,verification,username,user_id,token,summoner_region,summoner_name,solicitable,real_name,phone,pending,notifications,metadata,is_bot,email,display_name,deleted,data_updated,currencies,created,cookies,avatar
0,,joshbetz,1002785068257038336,,,,,,,,,,False,,joshbetz,,,,,,b319fdf8b7b5b0359d3c78622ba4d70c
