,total_rosters,loser_bracket_id,roster_positions,bracket_id,group_id,previous_league_id,league_id,last_read_id,draft_id,last_pinned_message_id,last_message_time,last_message_text_map,last_message_attachment,last_author_is_bot,last_author_id,last_author_display_name,last_author_avatar,last_message_id,sport,season_type,season,shard,avatar,company_id,status,name,scoring_settings.st_ff,scoring_settings.pts_allow_7_13,scoring_settings.def_st_ff,scoring_settings.rush_td_40p,scoring_settings.rec_yd,scoring_settings.fum_rec_td,scoring_settings.pts_allow_35p,scoring_settings.pts_allow_28_34,scoring_settings.fum,scoring_settings.rush_40p,scoring_settings.yds_allow_0_100,scoring_settings.rush_yd,scoring_settings.yds_allow_100_199,scoring_settings.pass_td,scoring_settings.blk_kick,scoring_settings.rec_td_50p,scoring_settings.pass_yd,scoring_settings.safe,scoring_settings.rec_td_40p,scoring_settings.def_td,scoring_settings.fgm_50p,scoring_settings.pass_cmp_40p,scoring_settings.def_st_td,scoring_settings.fum_rec,scoring_settings.rush_2pt,scoring_settings.rec_40p,scoring_settings.pass_td_50p,scoring_settings.xpm,scoring_settings.pts_allow_21_27,scoring_settings.fgm_20_29,scoring_settings.pts_allow_1_6,scoring_settings.fum_lost,scoring_settings.def_st_fum_rec,scoring_settings.int,scoring_settings.fgm_0_19,scoring_settings.pts_allow_14_20,scoring_settings.yds_allow_200_299,scoring_settings.rec,scoring_settings.ff,scoring_settings.fgmiss,scoring_settings.st_fum_rec,scoring_settings.pass_int_td,scoring_settings.rec_2pt,scoring_settings.pass_td_40p,scoring_settings.rush_td,scoring_settings.rush_td_50p,scoring_settings.xpmiss,scoring_settings.fgm_30_39,scoring_settings.rec_td,scoring_settings.st_td,scoring_settings.pass_2pt,scoring_settings.pts_allow_0,scoring_settings.pass_int,scoring_settings.fgm_40_49,scoring_settings.sack,settings.daily_waivers_last_ran,settings.reserve_allow_cov,settings.reserve_slots,settings.leg,settings.offseason_adds,settings.bench_lock,settings.trade_review_days,settings.league_average_match,settings.waiver_type,settings.max_keepers,settings.type,settings.pick_trading,settings.disable_trades,settings.daily_waivers,settings.taxi_years,settings.trade_deadline,settings.veto_show_votes,settings.reserve_allow_sus,settings.reserve_allow_out,settings.playoff_round_type,settings.waiver_day_of_week,settings.taxi_allow_vets,settings.reserve_allow_dnr,settings.veto_auto_poll,settings.commissioner_direct_invite,settings.reserve_allow_doubtful,settings.waiver_clear_days,settings.playoff_week_start,settings.daily_waivers_days,settings.last_scored_leg,settings.taxi_slots,settings.playoff_type,settings.daily_waivers_hour,settings.num_teams,settings.veto_votes_needed,settings.playoff_teams,settings.playoff_seed_type,settings.start_week,settings.reserve_allow_na,settings.draft_rounds,settings.taxi_deadline,settings.waiver_bid_min,settings.capacity_override,settings.divisions,settings.disable_adds,settings.waiver_budget,settings.last_report,settings.best_ball,metadata.keeper_deadline,metadata.auto_continue
0,8,,"['QB', 'RB', 'RB', 'WR', 'WR', 'TE', 'FLEX', 'FLEX', 'K', 'DEF', 'BN', 'BN', 'BN', 'BN', 'BN']",,,,1002773406472851456,,1002773408586788864,,1697983314869,,,True,166666666666666666,sys,,1021819719277436928,nfl,regular,2023,12,,,in_season,Football Fanatics,1.0,4.0,1.0,2.0,0.1,6.0,-4.0,-1.0,0.0,1.0,3.0,0.1,2.0,4.0,2.0,3.0,0.04,2.0,2.0,6.0,5.0,1.0,6.0,2.0,2.0,1.0,3.0,1.0,0.0,3.0,7.0,-2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,2.0,2.0,6.0,3.0,-1.0,3.0,6.0,6.0,2.0,10.0,-1.0,4.0,1.0,3,0,1,7,0,0,2,0,0,1,0,1,0,0,0,11,0,0,0,0,2,0,0,0,0,0,2,15,5461,6,0,1,0,8,4,8,0,1,0,3,0,0,0,0,0,100,6,0,0,on
